strategy,price_hydro [$/kWh],price_solar [$/kWh],price_wind [$/kWh],price_thermal [$/kWh],price_cogen [$/kWh],co2_hydro [kg/kWh],co2_solar [kg/kWh],co2_wind [kg/kWh],co2_thermal [kg/kWh],co2_cogen [kg/kWh],wind_capacity [kW],solar_capacity [kW],cost_conventional [$],co2_conventional [kg],original_cost_new_param [$],original_co2_new_param [kg]
co2_conventional,59.4,75.251,86.4215,114.0,67.0,22.799999999999997,45.1,10.45,522.5,238.70000000000002,6847388.21068705,1205430.51819985,10460123841364.988,4323778377065.313,10082990410858.33,14997475631661.422
co2_conventional,62.699999999999996,68.41,81.873,114.0,73.7,26.400000000000002,43.050000000000004,12.100000000000001,550.0,217.0,6765908.53989141,1285063.88516749,10467205065308.371,4777394173538.389,10490388865392.07,16026616753362.0
cost_conventional,66.0,71.8305,100.06700000000001,120.0,60.300000000000004,21.6,43.050000000000004,11,577.5,217,32709.3643550685,3856681.4029627,10587972343221.486,11081825091225.332,11019603732504.15,16055956831622.625
cost_conventional,62.699999999999996,64.98949999999999,86.4215,120,70.35000000000001,24.0,41.0,11.55,605.0,227.85000000000002,1485968.0512942,3925172.52868433,10027731763246.76,8045013381334.842,10617864828729.963,16985462844336.44
co2_conventional,66.0,71.8305,100.06700000000001,120.0,60.300000000000004,21.6,43.050000000000004,11,577.5,217,6701107.42025957,1348396.63171843,11705302209498.87,4371575684124.748,11019603732504.15,16055956831622.625
co2_conventional,62.699999999999996,64.98949999999999,86.4215,120,70.35000000000001,24.0,41.0,11.55,605.0,227.85000000000002,6660644.40058622,1387942.77203542,10675057819480.201,4676480078608.125,10617864828729.963,16985462844336.44
cost_conventional,69.3,75.251,81.873,108.0,60.300000000000004,21.6,45.1,11.55,605.0,217,2069402.68772219,1835377.06696242,10754601978115.457,7229215942328.358,11155065277127.14,16678632624770.36
cost_conventional,66.0,75.251,90.97,126.0,73.7,24.0,38.949999999999996,11.55,605.0,227.85000000000002,1695928.3588379,2033350.98648978,10637097436013.357,7881895977374.4,11176734588807.666,16983161345775.88
co2_conventional,69.3,75.251,81.873,108.0,60.300000000000004,21.6,45.1,11.55,605.0,217,6691419.78987692,1357864.74342992,11060316905746.01,4485436615152.5,11155065277127.14,16678632624770.36
co2_conventional,66.0,75.251,90.97,126.0,73.7,24.0,38.949999999999996,11.55,605.0,227.85000000000002,6622982.98609253,1424750.79066891,11273590852958.762,4663127982176.28,11176734588807.666,16983161345775.88
cost_conventional,66.0,64.98949999999999,81.873,120.0,67.0,24.0,36.9,9.9,605.0,195.3,1939238.58769069,5634139.23031516,10308423438257.99,7117202859162.886,11018040615206.379,16932245861205.809
cost_conventional,59.4,61.568999999999996,95.5185,114.0,70.35000000000001,22.799999999999997,43.050000000000004,10.45,495.0,217.0,32709.3643550685,6110147.49797715,9561878669849.977,9905832805183.723,10074506588197.256,14342736778682.447
co2_conventional,66.0,64.98949999999999,81.873,120.0,67.0,24.0,36.9,9.9,605.0,195.3,6636630.69940469,1411412.33026714,10731966927318.889,4551494183448.225,11018040615206.379,16932245861205.809
co2_conventional,59.4,61.568999999999996,95.5185,114.0,70.35000000000001,22.799999999999997,43.050000000000004,10.45,495.0,217.0,6855045.08877511,1197947.14257181,10860166924792.848,4227521780680.879,10074506588197.256,14342736778682.447
cost_conventional,72.60000000000001,71.8305,81.873,114.0,67.0,24.0,36.9,12.100000000000001,550.0,217,2326187.14753496,5366787.02888239,11110233835605.281,6605961124454.419,11702587609816.531,15724368281604.408
cost_conventional,69.3,71.8305,90.97,120,60.300000000000004,22.799999999999997,36.9,11.55,577.5,195.3,1416862.48141772,3549935.48336759,10915312653617.746,7912727254839.338,11423792629790.146,16164661264147.424
co2_conventional,72.60000000000001,71.8305,81.873,114.0,67.0,24.0,36.9,12.100000000000001,550.0,217,6628319.96896215,1419534.74216004,11343857267547.682,4527107897544.2295,11702587609816.531,15724368281604.408
co2_conventional,69.3,71.8305,90.97,120,60.300000000000004,22.799999999999997,36.9,11.55,577.5,195.3,6609237.65829456,1438184.65364279,11518765683098.377,4455644838974.745,11423792629790.146,16164661264147.424
cost_conventional,69.3,71.8305,100.06700000000001,120.0,60.300000000000004,25.200000000000003,38.949999999999996,10.45,522.5,217,32709.3643550685,5361884.00865306,10961224036595.81,10564100224639.18,11425701699608.236,15253736630832.43
cost_conventional,72.60000000000001,68.41,81.873,126.0,63.65,24.0,36.9,9.9,522.5,195.3,2503525.45951772,5244259.6621284,11076085647425.977,6217819536500.486,11964438246942.691,15071469241619.35
co2_conventional,69.3,71.8305,100.06700000000001,120.0,60.300000000000004,25.200000000000003,38.949999999999996,10.45,522.5,217,6761424.26728335,1289446.54556232,12010858232329.92,4489009435433.702,11425701699608.236,15253736630832.43
co2_conventional,72.60000000000001,68.41,81.873,126.0,63.65,24.0,36.9,9.9,522.5,195.3,6725214.85009194,1324835.46869775,11361661080288.408,4332534038234.793,11964438246942.691,15071469241619.35
cost_conventional,72.60000000000001,61.568999999999996,86.4215,126.0,70.35000000000001,26.400000000000002,43.050000000000004,11.55,522.5,206.14999999999998,1718589.23743291,5786591.25019054,10986142428693.11,7586809887494.674,11967647804190.13,15390153218163.334
cost_conventional,66.0,71.8305,90.97,132.0,67.0,21.6,43.050000000000004,10.45,605.0,227.85000000000002,1748909.47075054,2519449.26899489,10635042085792.002,7406580417595.679,11298288371517.934,16692189524038.025
co2_conventional,72.60000000000001,61.568999999999996,86.4215,126.0,70.35000000000001,26.400000000000002,43.050000000000004,11.55,522.5,206.14999999999998,6830464.97001479,1221970.28353734,11573178140549.697,4669864686976.18,11967647804190.13,15390153218163.334
co2_conventional,66.0,71.8305,90.97,132.0,67.0,21.6,43.050000000000004,10.45,605.0,227.85000000000002,6688341.39593459,1360873.3819294,11275638236881.334,4421837655263.883,11298288371517.934,16692189524038.025
cost_conventional,62.699999999999996,71.8305,81.873,108.0,67.0,24.0,41.0,11.55,550.0,238.70000000000002,1722778.47442979,1773250.02318265,9962464477221.387,7575819292263.92,10348964499806.812,15761034338556.95
cost_conventional,59.4,71.8305,95.5185,108.0,73.7,21.6,38.949999999999996,9.9,550.0,195.3,32709.3643550685,2846923.78379972,9668067605334.137,10837720049928.16,9955665428867.271,15398685637299.691
co2_conventional,62.699999999999996,71.8305,81.873,108.0,67.0,24.0,41.0,11.55,550.0,238.70000000000002,6708673.778998,1341001.7242999,10461447213819.969,4535572435445.885,10348964499806.812,15761034338556.95
co2_conventional,59.4,71.8305,95.5185,108.0,73.7,21.6,38.949999999999996,9.9,550.0,195.3,6695515.52187118,1353861.81944023,10864803304862.72,4206755577559.0117,9955665428867.271,15398685637299.691
cost_conventional,72.60000000000001,75.251,86.4215,120.0,60.300000000000004,21.6,41.0,11,577.5,227.85000000000002,2110440.13295123,2900225.97393927,11274173686329.441,6822213319101.045,11832776196534.814,16069744573673.545
cost_conventional,62.699999999999996,75.251,81.873,126.0,70.35000000000001,21.6,43.050000000000004,12.100000000000001,605.0,206.14999999999998,2236057.83214234,1578169.20309558,10109418937321.326,6880617658543.781,10763759906166.734,16660357306990.035
co2_conventional,72.60000000000001,75.251,86.4215,120.0,60.300000000000004,21.6,41.0,11,577.5,227.85000000000002,6667956.16341323,1380796.69146467,11611866419226.322,4363748919503.9917,11832776196534.814,16069744573673.545
co2_conventional,62.699999999999996,75.251,81.873,126.0,70.35000000000001,21.6,43.050000000000004,12.100000000000001,605.0,206.14999999999998,6647852.02744158,1400445.27401004,10525598573274.945,4495122500200.417,10763759906166.734,16660357306990.035
cost_conventional,69.3,75.251,90.97,132.0,63.65,24.0,38.949999999999996,12.100000000000001,522.5,217,1898026.24018774,2373605.31685804,11046982723506.588,7076034975054.99,11703258827452.844,15106410906969.465
cost_conventional,62.699999999999996,64.98949999999999,100.06700000000001,126.0,67.0,24.0,41.0,10.45,605.0,206.14999999999998,32709.3643550685,6440922.09545299,10153042696077.021,11288916055540.059,10751089996435.56,16953053520330.137
co2_conventional,69.3,75.251,90.97,132.0,63.65,24.0,38.949999999999996,12.100000000000001,522.5,217,6693414.18019439,1355915.54537258,11587700744721.594,4467402228880.299,11703258827452.844,15106410906969.465
co2_conventional,62.699999999999996,64.98949999999999,100.06700000000001,126.0,67.0,24.0,41.0,10.45,605.0,206.14999999999998,6686774.4409023,1362404.83025129,11386402855146.447,4610626727503.417,10751089996435.56,16953053520330.137
cost_conventional,62.699999999999996,64.98949999999999,95.5185,132.0,70.35000000000001,24.0,41.0,10.45,495.0,227.85000000000002,1099777.67192718,4733331.35368459,10208186273164.012,7917771946554.46,10890432315942.402,14504196508771.139
cost_conventional,62.699999999999996,71.8305,86.4215,108.0,67.0,21.6,43.050000000000004,12.100000000000001,495.0,195.3,1290134.14349833,2033838.13262188,10014637443633.195,7559423015895.517,10349919034715.924,14163232573596.57
co2_conventional,62.699999999999996,64.98949999999999,95.5185,132.0,70.35000000000001,24.0,41.0,10.45,495.0,227.85000000000002,6831472.30798042,1220985.7715346,11211142059170.525,4326509305903.4346,10890432315942.402,14504196508771.139
co2_conventional,62.699999999999996,71.8305,86.4215,108.0,67.0,21.6,43.050000000000004,12.100000000000001,495.0,195.3,6780235.81501067,1271061.26161639,10703914665825.828,4197183671003.724,10349919034715.924,14163232573596.57
cost_conventional,59.4,61.568999999999996,90.97,120.0,70.35000000000001,24.0,41.0,10.45,605.0,227.85000000000002,426110.423126159,5757423.60659943,9632687497298.21,10376043057634.393,10208881261985.258,16985232001553.084
cost_conventional,69.3,64.98949999999999,90.97,126.0,73.7,24.0,43.050000000000004,11.0,577.5,217.0,1330803.64437444,6054521.77829439,10801958214570.523,8197699053278.168,11571312152263.346,16351300807698.42
co2_conventional,59.4,61.568999999999996,90.97,120.0,70.35000000000001,24.0,41.0,10.45,605.0,227.85000000000002,6683516.48304427,1365588.96380436,10596941396836.348,4620820224273.545,10208881261985.258,16985232001553.084
co2_conventional,69.3,64.98949999999999,90.97,126.0,73.7,24.0,43.050000000000004,11.0,577.5,217.0,6727448.66964744,1322652.26679395,11519045759621.719,4583240266303.218,11571312152263.346,16351300807698.42
cost_conventional,72.60000000000001,71.8305,86.4215,126.0,63.65,26.400000000000002,43.050000000000004,10.45,605.0,217,2135713.43656829,5498389.9632944,11240677517038.346,7473916651652.346,11969232916401.256,17266788235578.133
cost_conventional,62.699999999999996,68.41,86.4215,120,73.7,25.200000000000003,43.050000000000004,11.55,605.0,227.85000000000002,1631150.58841992,2498340.93358785,10079572724172.955,8064659695099.371,10626672608998.291,17135436330934.979
co2_conventional,72.60000000000001,71.8305,86.4215,126.0,63.65,26.400000000000002,43.050000000000004,10.45,605.0,217,6737482.80943275,1312845.49747437,11616172320434.502,4840093331162.017,11969232916401.256,17266788235578.133
co2_conventional,62.699999999999996,68.41,86.4215,120,73.7,25.200000000000003,43.050000000000004,11.55,605.0,227.85000000000002,6697081.52416876,1352331.30226439,10704813099732.346,4795444962973.632,10626672608998.291,17135436330934.979
cost_conventional,62.699999999999996,61.568999999999996,95.5185,126.0,63.65,22.799999999999997,38.949999999999996,10.45,495.0,238.70000000000002,32709.3643550685,6878199.15089974,10039636085501.469,9810253496746.959,10741327681258.24,14370312262784.22
co2_conventional,62.699999999999996,61.568999999999996,95.5185,126.0,63.65,22.799999999999997,38.949999999999996,10.45,495.0,238.70000000000002,6763335.87640413,1287578.25290568,11153601051885.434,4214279616370.2544,10741327681258.24,14370312262784.22
cost_conventional,62.699999999999996,64.98949999999999,100.06700000000001,120,70.35000000000001,22.799999999999997,43.050000000000004,9.9,577.5,206.14999999999998,32709.3643550685,6072779.85044668,10084303770015.994,10893940434384.83,10620728433457.176,16187308736265.799
co2_conventional,62.699999999999996,64.98949999999999,100.06700000000001,120,70.35000000000001,22.799999999999997,43.050000000000004,9.9,577.5,206.14999999999998,6743043.8932496,1307410.42607557,11388442767791.371,4416185222851.118,10620728433457.176,16187308736265.799
cost_conventional,59.4,68.41,86.4215,108.0,67.0,22.799999999999997,41.0,11.55,522.5,195.3,1099555.89003506,2254680.89569921,9586859336927.764,8240059895405.838,9939980933062.2,14928746514877.707
cost_conventional,72.60000000000001,68.41,90.97,126.0,70.35000000000001,22.799999999999997,38.949999999999996,12.100000000000001,605.0,238.70000000000002,1539453.53044862,5910360.48100702,11227281708353.666,8006065553845.217,11976282608198.336,16851694019741.057
co2_conventional,59.4,68.41,86.4215,108.0,67.0,22.799999999999997,41.0,11.55,522.5,195.3,6730385.55740648,1319781.92799195,10384512981926.023,4336013463407.5557,9939980933062.2,14928746514877.707
co2_conventional,72.60000000000001,68.41,90.97,126.0,70.35000000000001,22.799999999999997,38.949999999999996,12.100000000000001,605.0,238.70000000000002,6591066.99901142,1455943.57147601,11805624539173.5,4589502689015.735,11976282608198.336,16851694019741.057
cost_conventional,69.3,75.251,81.873,132.0,60.300000000000004,22.799999999999997,43.050000000000004,9.9,550.0,227.85000000000002,2722678.15902928,2091889.32945329,10883159429396.871,6222675886625.147,11696382111916.027,15599228344293.137
cost_conventional,66.0,61.568999999999996,95.5185,132.0,60.300000000000004,22.799999999999997,43.050000000000004,9.9,495.0,206.14999999999998,871786.193451939,6371668.13503385,10433352180056.006,8433787985669.9795,11277787211340.84,14326532116679.3
co2_conventional,69.3,75.251,81.873,132.0,60.300000000000004,22.799999999999997,43.050000000000004,9.9,550.0,227.85000000000002,6783743.31346435,1267633.24197943,11132285260364.494,4352713834280.189,11696382111916.027,15599228344293.137
co2_conventional,66.0,61.568999999999996,95.5185,132.0,60.300000000000004,22.799999999999997,43.050000000000004,9.9,495.0,206.14999999999998,6875135.18417788,1178312.28244044,11488524530026.88,4193737322036.253,11277787211340.84,14326532116679.3
cost_conventional,72.60000000000001,61.568999999999996,100.06700000000001,108.0,67.0,24.0,36.9,9.9,522.5,238.70000000000002,32709.3643550706,6878199.15089974,10846004209918.805,10378109540715.877,11559556137106.963,15135826204065.21
cost_conventional,72.60000000000001,61.568999999999996,86.4215,114.0,67.0,21.6,36.9,11.0,577.5,206.14999999999998,1123656.77344471,6197644.60574531,10896306152807.434,8344615597835.181,11692021741077.07,16032963095329.418
co2_conventional,72.60000000000001,61.568999999999996,100.06700000000001,108.0,67.0,24.0,36.9,9.9,522.5,238.70000000000002,6722795.15116243,1327200.33800716,12200803784011.217,4352970813929.337,11559556137106.963,15135826204065.21
co2_conventional,72.60000000000001,61.568999999999996,86.4215,114.0,67.0,21.6,36.9,11.0,577.5,206.14999999999998,6607511.43907708,1439871.7572733,11501788604151.654,4326875268162.2803,11692021741077.07,16032963095329.418
cost_conventional,72.60000000000001,61.568999999999996,86.4215,114.0,73.7,25.200000000000003,38.949999999999996,11,550.0,195.3,1126647.96179373,6195577.92073082,10908603438178.436,8368495054270.204,11701957032514.578,15841932444196.662
