strategy,price_hydro [$/kWh],price_solar [$/kWh],price_wind [$/kWh],price_thermal [$/kWh],price_cogen [$/kWh],co2_hydro [kg/kWh],co2_solar [kg/kWh],co2_wind [kg/kWh],co2_thermal [kg/kWh],co2_cogen [kg/kWh],wind_capacity [kW],solar_capacity [kW],cost_conventional [$],co2_conventional [kg],original_cost_new_param [$],original_co2_new_param [kg]
cost_conventional,62.699999999999996,61.568999999999996,95.5185,114.0,73.7,22.799999999999997,45.1,9.9,605.0,195.3,32709.3643550685,6878199.15089974,9907149666411.219,11276044910472.979,10485572201020.146,16793779867410.334
co2_conventional,69.3,75.251,95.5185,114.0,60.300000000000004,21.6,41.0,11,522.5,238.70000000000002,6727146.84178286,1322947.25533362,11775487552885.912,4222610817231.367,11293258090551.518,14845316067893.97
co2_conventional,62.699999999999996,61.568999999999996,95.5185,114.0,73.7,22.799999999999997,45.1,9.9,605.0,195.3,6746450.85534809,1304080.66467147,11121594013750.666,4496977366748.273,10485572201020.146,16793779867410.334
cost_conventional,59.4,64.98949999999999,90.97,108.0,60.300000000000004,21.6,36.9,9.9,495.0,206.14999999999998,32709.3643550685,3780291.09028537,9546766492382.3,9779610458453.518,9927160041984.191,14171955632959.613
cost_conventional,66.0,71.8305,95.5185,120,60.300000000000004,26.400000000000002,38.949999999999996,12.100000000000001,577.5,238.70000000000002,894691.513832213,2931067.5229715,10577002359548.322,9644112055187.014,11018649197595.11,16674451110659.285
co2_conventional,59.4,64.98949999999999,90.97,108.0,60.300000000000004,21.6,36.9,9.9,495.0,206.14999999999998,6726946.7948416,1323142.76927383,10591911812476.443,4052706151889.789,9927160041984.191,14171955632959.613
co2_conventional,66.0,71.8305,95.5185,120,60.300000000000004,26.400000000000002,38.949999999999996,12.100000000000001,577.5,238.70000000000002,6666284.83671213,1382430.14642604,11466670941490.797,4835480219151.757,11018649197595.11,16674451110659.285
cost_conventional,62.699999999999996,61.568999999999996,86.4215,126.0,70.35000000000001,24.0,43.050000000000004,11,605.0,217,1530127.22227494,5916804.25488352,9981945707248.43,8011646657512.809,10749353902877.611,16971559680893.988
cost_conventional,69.3,75.251,90.97,108.0,67.0,24.0,36.9,9.9,522.5,238.70000000000002,977304.53076313,2483351.69241519,10874769110162.062,8722751915832.335,11166909638382.824,15135826204065.21
co2_conventional,62.699999999999996,61.568999999999996,86.4215,126.0,70.35000000000001,24.0,43.050000000000004,11,605.0,217,6700361.87768681,1349125.28052994,10677109064674.3,4656500573764.488,10749353902877.611,16971559680893.988
co2_conventional,69.3,75.251,90.97,108.0,67.0,24.0,36.9,9.9,522.5,238.70000000000002,6722795.15116243,1327200.33800716,11529884732117.674,4352970813929.337,11166909638382.824,15135826204065.21
cost_conventional,72.60000000000001,75.251,81.873,126.0,63.65,25.200000000000003,38.949999999999996,10.45,577.5,217,2859888.49590463,2773778.0257978,11224939326518.207,6371698828265.504,11972118516041.674,16494254377223.436
cost_conventional,66.0,71.8305,81.873,108.0,60.300000000000004,24.0,36.9,12.100000000000001,522.5,238.70000000000002,1812381.05353647,2042080.09880345,10339971771582.203,7289248805135.151,10745127175473.48,15136287889631.953
co2_conventional,72.60000000000001,75.251,81.873,126.0,63.65,25.200000000000003,38.949999999999996,10.45,577.5,217,6693414.18019438,1355915.54537259,11401164585008.312,4635720985451.391,11972118516041.674,16494254377223.436
co2_conventional,66.0,71.8305,81.873,108.0,60.300000000000004,24.0,36.9,12.100000000000001,522.5,238.70000000000002,6661028.10854464,1387567.75877919,10744329222797.363,4464588890997.751,10745127175473.48,15136287889631.953
cost_conventional,69.3,68.41,86.4215,126.0,67.0,24.0,43.050000000000004,12.100000000000001,550.0,195.3,1896342.5753291,5663777.13190642,10829403743847.57,7242354278014.665,11564262460466.29,15699094296063.37
cost_conventional,62.699999999999996,75.251,86.4215,120,60.300000000000004,24.0,45.1,11.55,577.5,227.85000000000002,1764854.00494499,1667781.70258036,10125807154058.055,7920226641023.798,10614482295222.201,16369806968262.277
co2_conventional,69.3,68.41,86.4215,126.0,67.0,24.0,43.050000000000004,12.100000000000001,550.0,195.3,6731301.43444761,1318886.8044378,11305277481078.584,4555768755986.305,11564262460466.29,15699094296063.37
co2_conventional,62.699999999999996,75.251,86.4215,120,60.300000000000004,24.0,45.1,11.55,577.5,227.85000000000002,6744781.42149481,1305712.26967636,10748017576725.889,4628909193526.486,10614482295222.201,16369806968262.277
cost_conventional,62.699999999999996,61.568999999999996,81.873,114.0,73.7,26.400000000000002,38.949999999999996,11.55,550.0,227.85000000000002,1537440.00559528,5911751.67445763,9852283858763.176,7780973068695.111,10482708596292.969,16037987575460.604
cost_conventional,72.60000000000001,71.8305,95.5185,114.0,63.65,26.400000000000002,38.949999999999996,11.0,605.0,238.70000000000002,32709.3643550737,6878199.15089974,11236426184326.176,11679554614185.123,11700483568824.906,17294479141071.414
co2_conventional,62.699999999999996,61.568999999999996,81.873,114.0,73.7,26.400000000000002,38.949999999999996,11.55,550.0,227.85000000000002,6707912.62905524,1341745.62682329,10416853543657.795,4729475108999.684,10482708596292.969,16037987575460.604
co2_conventional,72.60000000000001,71.8305,95.5185,114.0,63.65,26.400000000000002,38.949999999999996,11.0,605.0,238.70000000000002,6666461.71754338,1382257.27365904,12035536622417.025,4852724550972.601,11700483568824.906,17294479141071.414
cost_conventional,66.0,64.98949999999999,90.97,120.0,70.35000000000001,24.0,41.0,12.100000000000001,522.5,227.85000000000002,930469.904376236,6331122.12729017,10413957660904.275,8503669005232.177,11024917330743.19,15124801646141.668
cost_conventional,66.0,61.568999999999996,90.97,114.0,70.35000000000001,24.0,43.050000000000004,9.9,605.0,227.85000000000002,32709.3643550685,6878199.15089974,10242876939987.078,11372172228168.559,10885747987496.53,16987418078722.062
co2_conventional,66.0,64.98949999999999,90.97,120.0,70.35000000000001,24.0,41.0,12.100000000000001,522.5,227.85000000000002,6727448.66964746,1322652.26679393,11210565514753.04,4485190826729.475,11024917330743.19,15124801646141.668
co2_conventional,66.0,61.568999999999996,90.97,114.0,70.35000000000001,24.0,43.050000000000004,9.9,605.0,227.85000000000002,6726188.7601217,1323883.62716432,11173363998824.53,4605598527117.327,10885747987496.53,16987418078722.062
cost_conventional,59.4,61.568999999999996,95.5185,126.0,60.300000000000004,25.200000000000003,41.0,12.100000000000001,495.0,206.14999999999998,32709.3643550685,6753441.27295812,9695050763612.602,10086229773552.545,10330262068435.36,14620036279761.025
cost_conventional,62.699999999999996,61.568999999999996,95.5185,132.0,63.65,24.0,41.0,12.100000000000001,577.5,195.3,799321.784448671,6421735.56332547,10103971452310.906,9224926875113.816,10876656889955.422,16317051670698.23
co2_conventional,59.4,61.568999999999996,95.5185,126.0,60.300000000000004,25.200000000000003,41.0,12.100000000000001,495.0,206.14999999999998,6793746.75188865,1257856.47833764,10870269981871.002,4506934751596.173,10330262068435.36,14620036279761.025
co2_conventional,62.699999999999996,61.568999999999996,95.5185,132.0,63.65,24.0,41.0,12.100000000000001,577.5,195.3,6672112.5562398,1376734.48119814,11144498662048.748,4616155991369.797,10876656889955.422,16317051670698.23
cost_conventional,62.699999999999996,61.568999999999996,100.06700000000001,114.0,60.300000000000004,22.799999999999997,36.9,10.45,605.0,217,32709.3643550737,6878199.15089974,9890879641231.53,11202540024107.91,10466656153054.146,16816867775782.738
cost_conventional,59.4,75.251,81.873,120,63.65,21.6,38.949999999999996,11.55,605.0,238.70000000000002,1999184.14728288,1428021.3684743,9674544592806.03,7346267562713.791,10212397438927.78,16703906610311.521
co2_conventional,62.699999999999996,61.568999999999996,100.06700000000001,114.0,60.300000000000004,22.799999999999997,36.9,10.45,605.0,217,6609374.89913185,1438050.5226399,11306424992249.701,4483068177966.475,10466656153054.146,16816867775782.738
co2_conventional,59.4,75.251,81.873,120,63.65,21.6,38.949999999999996,11.55,605.0,238.70000000000002,6591066.99901142,1455943.57147601,10208280584131.771,4455671856199.898,10212397438927.78,16703906610311.521
cost_conventional,62.699999999999996,68.41,86.4215,108.0,70.35000000000001,22.799999999999997,43.050000000000004,11,495.0,227.85000000000002,1139051.72450207,2580585.25578136,9982705836195.115,7881950480204.778,10351046545885.06,14358941440685.5
cost_conventional,66.0,64.98949999999999,86.4215,132.0,60.300000000000004,24.0,45.1,11.55,577.5,206.14999999999998,1861067.0738966,5688149.83655852,10430357385278.295,7519081735345.192,11279718276072.363,16337628487039.186
co2_conventional,62.699999999999996,68.41,86.4215,108.0,70.35000000000001,22.799999999999997,43.050000000000004,11,495.0,227.85000000000002,6834669.95058696,1217860.58650831,10694691184750.15,4261226140303.296,10351046545885.06,14358941440685.5
co2_conventional,66.0,64.98949999999999,86.4215,132.0,60.300000000000004,24.0,45.1,11.55,577.5,206.14999999999998,6746701.35715429,1303835.83915776,11009231286700.598,4618677605979.879,11279718276072.363,16337628487039.186
cost_conventional,72.60000000000001,61.568999999999996,90.97,120.0,73.7,22.799999999999997,41.0,11,522.5,238.70000000000002,793488.671261003,6425765.80355316,10992801756581.934,8654546113033.119,11838240776120.783,14992988055931.955
cost_conventional,62.699999999999996,68.41,86.4215,132.0,63.65,22.799999999999997,36.9,12.100000000000001,577.5,227.85000000000002,1899322.1464564,2521587.35435152,10147696226796.904,7063067259451.52,10882428089236.414,16213044407373.535
co2_conventional,72.60000000000001,61.568999999999996,90.97,120.0,73.7,22.799999999999997,41.0,11,522.5,238.70000000000002,6742291.03900445,1308146.22087925,11776058800638.305,4328363108256.629,11838240776120.783,14992988055931.955
co2_conventional,62.699999999999996,68.41,86.4215,132.0,63.65,22.799999999999997,36.9,12.100000000000001,577.5,227.85000000000002,6584963.67798808,1461908.59315598,10712580267423.297,4498331727053.191,10882428089236.414,16213044407373.535
cost_conventional,59.4,64.98949999999999,100.06700000000001,114.0,63.65,21.6,36.9,10.45,577.5,206.14999999999998,32709.3643550685,3977268.02127487,9629974149416.014,10794369904680.527,10069365966218.227,16032847673937.65
co2_conventional,59.4,64.98949999999999,100.06700000000001,114.0,63.65,21.6,36.9,10.45,577.5,206.14999999999998,6622020.91726891,1425691.05931422,11042268858948.72,4299279717750.691,10069365966218.227,16032847673937.65
cost_conventional,69.3,71.8305,86.4215,126.0,73.7,25.200000000000003,38.949999999999996,11.55,495.0,195.3,2058761.00332711,3287361.81142323,10915601376537.707,6542783687892.004,11578037886453.361,14601530119197.336
co2_conventional,69.3,71.8305,86.4215,126.0,73.7,25.200000000000003,38.949999999999996,11.55,495.0,195.3,6769493.38298941,1281560.27349163,11334535150397.111,4461487479929.736,11578037886453.361,14601530119197.336
cost_conventional,59.4,68.41,81.873,126.0,70.35000000000001,22.799999999999997,36.9,10.45,495.0,217,2018974.11019103,2007885.5276946,9667237667081.21,6446195741925.256,10349981669963.473,14335832283000.652
cost_conventional,62.699999999999996,64.98949999999999,86.4215,132.0,73.7,26.400000000000002,38.949999999999996,9.9,495.0,238.70000000000002,1836661.00023295,4020208.52860986,10109023141474.586,6960156578091.3955,10893490891843.156,14813212805506.021
co2_conventional,59.4,68.41,81.873,126.0,70.35000000000001,22.799999999999997,36.9,10.45,495.0,217,6725214.85009199,1324835.4686977,10201146965746.336,4191660895081.5063,10349981669963.473,14335832283000.652
co2_conventional,62.699999999999996,64.98949999999999,86.4215,132.0,73.7,26.400000000000002,38.949999999999996,9.9,495.0,238.70000000000002,6844545.74190444,1208208.57752986,10743895872362.635,4502264199301.012,10893490891843.156,14813212805506.021
cost_conventional,69.3,71.8305,81.873,132.0,70.35000000000001,22.799999999999997,41.0,11,577.5,206.14999999999998,2666077.73071435,3151041.74156468,10862319144017.69,6069344806872.152,11707444914522.74,16185238080488.469
cost_conventional,72.60000000000001,75.251,95.5185,120,67.0,22.799999999999997,36.9,11.0,605.0,227.85000000000002,1132058.49559355,3646580.56352098,11400344249941.201,8765917911962.509,11844620557790.43,16833072437785.623
co2_conventional,69.3,71.8305,81.873,132.0,70.35000000000001,22.799999999999997,41.0,11,577.5,206.14999999999998,6686774.44090232,1362404.83025127,11106868297962.326,4459546311904.147,11707444914522.74,16185238080488.469
co2_conventional,72.60000000000001,75.251,95.5185,120,67.0,22.799999999999997,36.9,11.0,605.0,227.85000000000002,6589057.72554435,1457907.31543545,12061368106026.09,4515658698474.306,11844620557790.43,16833072437785.623
cost_conventional,66.0,61.568999999999996,86.4215,114.0,73.7,22.799999999999997,38.949999999999996,11,550.0,227.85000000000002,1000528.65292059,6282716.82850705,10233594123128.111,8408503389519.368,10889761098306.15,15594856189955.287
cost_conventional,72.60000000000001,64.98949999999999,95.5185,126.0,63.65,24.0,41.0,10.45,522.5,227.85000000000002,793488.671261001,6425765.80355316,11157526011138.49,8938948319872.67,11963461717120.256,15124455381966.66
co2_conventional,66.0,61.568999999999996,86.4215,114.0,73.7,22.799999999999997,38.949999999999996,11,550.0,227.85000000000002,6679648.91155625,1369368.89733344,10934035622635.273,4383795186710.951,10889761098306.15,15594856189955.287
co2_conventional,72.60000000000001,64.98949999999999,95.5185,126.0,63.65,24.0,41.0,10.45,522.5,227.85000000000002,6783841.07264998,1267537.69798634,12050054136973.562,4400650323813.567,11963461717120.256,15124455381966.66
cost_conventional,66.0,61.568999999999996,81.873,114.0,73.7,26.400000000000002,36.9,11,522.5,195.3,1607721.53495096,5863192.45097618,10187986073810.055,7391310799619.595,10888806563397.117,15367044060478.441
cost_conventional,62.699999999999996,68.41,81.873,126.0,63.65,25.200000000000003,38.949999999999996,9.9,577.5,238.70000000000002,2104340.84726996,2335467.82589189,10042569220828.84,7061687404250.434,10746144345630.16,16526317437054.781
co2_conventional,66.0,61.568999999999996,81.873,114.0,73.7,26.400000000000002,36.9,11,522.5,195.3,6725184.98465869,1324864.65738964,10710658204932.562,4600223886706.577,10888806563397.117,15367044060478.441
co2_conventional,62.699999999999996,68.41,81.873,126.0,63.65,25.200000000000003,38.949999999999996,9.9,577.5,238.70000000000002,6706777.70595602,1342854.83292043,10486332370923.965,4617975856997.729,10746144345630.16,16526317437054.781
cost_conventional,59.4,64.98949999999999,95.5185,108.0,70.35000000000001,26.400000000000002,43.050000000000004,12.100000000000001,495.0,206.14999999999998,32709.3643550685,3830129.69059781,9560780045164.707,10438128470750.281,9943017514049.455,14770009766359.42
cost_conventional,72.60000000000001,71.8305,81.873,120,67.0,22.799999999999997,45.1,12.100000000000001,550.0,227.85000000000002,2532663.18702385,5224127.69524204,11138275028645.244,6501495114948.99,11837916818513.734,15601991528420.455
co2_conventional,59.4,64.98949999999999,95.5185,108.0,70.35000000000001,26.400000000000002,43.050000000000004,12.100000000000001,495.0,206.14999999999998,6855691.33299963,1197315.54203908,10862996672875.982,4623920082177.284,9943017514049.455,14770009766359.42
co2_conventional,72.60000000000001,71.8305,81.873,120,67.0,22.799999999999997,45.1,12.100000000000001,550.0,227.85000000000002,6749897.70076996,1300711.92368762,11370378233980.22,4477800369714.34,11837916818513.734,15601991528420.455
cost_conventional,66.0,68.41,81.873,120.0,73.7,21.6,38.949999999999996,11,495.0,195.3,2106526.84988051,3271591.54920118,10392255170431.234,6078330291157.586,11031816041193.367,14158398733691.977
cost_conventional,62.699999999999996,64.98949999999999,95.5185,114.0,60.300000000000004,22.799999999999997,45.1,9.9,522.5,206.14999999999998,32709.3643550685,5635372.50020749,9996406066987.293,10431186337674.172,10469541752694.562,14949092488435.318
co2_conventional,66.0,68.41,81.873,120.0,73.7,21.6,38.949999999999996,11,495.0,195.3,6730171.2948881,1319991.33538876,10769183674138.834,4116257939443.7344,11031816041193.367,14158398733691.977
co2_conventional,62.699999999999996,64.98949999999999,95.5185,114.0,60.300000000000004,22.799999999999997,45.1,9.9,522.5,206.14999999999998,6867577.53480931,1185698.6778407,11167010049126.805,4279722535301.825,10469541752694.562,14949092488435.318
cost_conventional,59.4,64.98949999999999,90.97,108.0,73.7,22.799999999999997,45.1,9.9,605.0,195.3,32709.3643550685,3845627.44824305,9563936050265.262,11445779997127.518,9947030624859.152,16793779867410.334
cost_conventional,66.0,75.251,81.873,108.0,73.7,24.0,38.949999999999996,9.9,550.0,217.0,1938334.87796399,1621664.02455944,10388673633893.896,7205368922988.45,10768837892898.033,15726208094598.412
co2_conventional,59.4,64.98949999999999,90.97,108.0,73.7,22.799999999999997,45.1,9.9,605.0,195.3,6746450.85534809,1304080.66467147,10602720440776.293,4496977366748.273,9947030624859.152,16793779867410.334
co2_conventional,66.0,75.251,81.873,108.0,73.7,24.0,38.949999999999996,9.9,550.0,217.0,6725184.98465868,1324864.65738965,10778422765239.904,4428665114316.081,10768837892898.033,15726208094598.412
cost_conventional,69.3,68.41,95.5185,126.0,70.35000000000001,24.0,43.050000000000004,12.100000000000001,577.5,195.3,934519.024829691,6328324.49117147,10935771437751.764,8993733960436.17,11571139176003.146,16319353169258.828
cost_conventional,66.0,75.251,95.5185,108.0,67.0,21.6,41.0,9.9,577.5,238.70000000000002,32709.3643550685,2957830.43970215,10495592938671.488,11238484059287.445,10761766206187.658,16085602971501.678
co2_conventional,69.3,68.41,95.5185,126.0,70.35000000000001,24.0,43.050000000000004,12.100000000000001,577.5,195.3,6701644.15206459,1347872.06208806,11764783004731.594,4629057327366.836,11571139176003.146,16319353169258.828
co2_conventional,66.0,75.251,95.5185,108.0,67.0,21.6,41.0,9.9,577.5,238.70000000000002,6693830.98429396,1355508.1859234,11465229452107.934,4313087163084.7407,10761766206187.658,16085602971501.678
cost_conventional,69.3,75.251,95.5185,120.0,70.35000000000001,24.0,38.949999999999996,10.45,577.5,227.85000000000002,1138141.32480367,2605478.52245752,11025446810585.447,8681981544573.919,11443490236404.975,16362671629797.014
cost_conventional,72.60000000000001,71.8305,100.06700000000001,108.0,63.65,24.0,45.1,12.100000000000001,495.0,238.70000000000002,32709.3643550737,6878199.15089974,11165538173252.957,10309230150170.334,11566108895036.787,14525235010678.713
co2_conventional,69.3,75.251,95.5185,120.0,70.35000000000001,24.0,38.949999999999996,10.45,577.5,227.85000000000002,6679807.19042163,1369214.20501759,11787343221865.646,4534876207829.674,11443490236404.975,16362671629797.014
co2_conventional,72.60000000000001,71.8305,100.06700000000001,108.0,63.65,24.0,45.1,12.100000000000001,495.0,238.70000000000002,6855426.87753619,1197574.00502452,12291871580804.613,4440216277857.116,11566108895036.787,14525235010678.713
cost_conventional,66.0,71.8305,100.06700000000001,114.0,70.35000000000001,22.799999999999997,43.050000000000004,11.55,495.0,206.14999999999998,32709.3643550685,3720983.70997374,10527938531873.87,10037997316250.041,10899177460963.088,14326878380854.268
cost_conventional,72.60000000000001,68.41,90.97,126.0,70.35000000000001,25.200000000000003,36.9,11.0,522.5,238.70000000000002,1539453.53044862,5910360.48100702,11227281708353.666,7629688488262.252,11976282608198.336,15283729034886.453
co2_conventional,66.0,71.8305,100.06700000000001,114.0,70.35000000000001,22.799999999999997,43.050000000000004,11.55,495.0,206.14999999999998,6818442.20894245,1233720.61260824,11723215254841.254,4279433414504.71,10899177460963.088,14326878380854.268
co2_conventional,72.60000000000001,68.41,90.97,126.0,70.35000000000001,25.200000000000003,36.9,11.0,522.5,238.70000000000002,6705357.3668207,1344242.98761568,11825398223890.87,4514813427149.585,11976282608198.336,15283729034886.453
cost_conventional,69.3,71.8305,100.06700000000001,132.0,63.65,22.799999999999997,45.1,11,522.5,195.3,1006745.91305458,4406586.35643735,11101168683870.43,8391485910533.359,11701327762721.377,14933234090607.191
cost_conventional,69.3,71.8305,90.97,126.0,73.7,22.799999999999997,41.0,9.9,550.0,206.14999999999998,1660770.99653467,3553434.26270934,10979539875884.402,7190640775392.649,11578992421362.406,15564748364509.63
co2_conventional,69.3,71.8305,100.06700000000001,132.0,63.65,22.799999999999997,45.1,11,522.5,195.3,6834669.95058696,1217860.58650831,12062467829241.762,4331741499287.7373,11701327762721.377,14933234090607.191
co2_conventional,69.3,71.8305,90.97,126.0,73.7,22.799999999999997,41.0,9.9,550.0,206.14999999999998,6743043.89324961,1307410.42607556,11563538402729.176,4330277642350.908,11578992421362.406,15564748364509.63
cost_conventional,69.3,75.251,95.5185,132.0,70.35000000000001,26.400000000000002,36.9,11,605.0,227.85000000000002,1574720.54663764,2531810.91605057,11119411269360.906,8230749316518.168,11714148653799.383,17276088401899.373
cost_conventional,59.4,61.568999999999996,100.06700000000001,114.0,60.300000000000004,21.6,36.9,9.9,550.0,206.14999999999998,32709.3643550685,6031553.35697581,9551280894759.96,10260731531330.404,10060558185949.98,15412473379350.602
co2_conventional,69.3,75.251,95.5185,132.0,70.35000000000001,26.400000000000002,36.9,11,605.0,227.85000000000002,6634692.04118074,1413307.05910275,11810628839098.254,4834395414062.307,11714148653799.383,17276088401899.373
co2_conventional,59.4,61.568999999999996,100.06700000000001,114.0,60.300000000000004,21.6,36.9,9.9,550.0,206.14999999999998,6666418.8389927,1382299.18059519,11032094862764.738,4198888888164.8584,10060558185949.98,15412473379350.602
cost_conventional,69.3,61.568999999999996,95.5185,132.0,70.35000000000001,22.799999999999997,38.949999999999996,12.100000000000001,522.5,206.14999999999998,925568.3756319,6334508.71309555,10787401091929.902,8306313671703.085,11698788115601.326,14942649678320.139
cost_conventional,66.0,68.41,95.5185,108.0,73.7,24.0,38.949999999999996,9.9,550.0,206.14999999999998,32709.3643550685,5095578.74423756,10388129884490.926,10621973307212.13,10764021228526.146,15710118853986.926
co2_conventional,69.3,61.568999999999996,95.5185,132.0,70.35000000000001,22.799999999999997,38.949999999999996,12.100000000000001,522.5,206.14999999999998,6681520.32455298,1367539.88996926,11733044310744.182,4356365322831.9434,11698788115601.326,14942649678320.139
co2_conventional,66.0,68.41,95.5185,108.0,73.7,24.0,38.949999999999996,9.9,550.0,206.14999999999998,6726188.7601217,1323883.62716432,11432851433472.799,4423555581159.396,10764021228526.146,15710118853986.926
cost_conventional,66.0,61.568999999999996,90.97,126.0,70.35000000000001,26.400000000000002,41.0,9.9,550.0,217,1124232.67006859,6197246.70471616,10364579153162.127,8568681939936.691,11156406404890.938,16023853569234.709
cost_conventional,69.3,61.568999999999996,95.5185,132.0,73.7,21.6,38.949999999999996,11.0,522.5,217.0,930857.395133833,6330854.40047108,10791104543276.08,8177476723079.156,11703755761320.072,14810836088110.502
co2_conventional,66.0,61.568999999999996,90.97,126.0,70.35000000000001,26.400000000000002,41.0,9.9,550.0,217,6798949.70732717,1252771.42024025,11222109094020.22,4652193818963.39,11156406404890.938,16023853569234.709
co2_conventional,69.3,61.568999999999996,95.5185,132.0,73.7,21.6,38.949999999999996,11.0,522.5,217.0,6693830.98429397,1355508.18592339,11737728776276.238,4199717381645.637,11703755761320.072,14810836088110.502
cost_conventional,69.3,64.98949999999999,90.97,114.0,67.0,24.0,45.1,10.45,495.0,206.14999999999998,32709.3643550706,6878199.15089974,10686539416696.748,10244257479732.451,11290718443431.453,14476621024669.432
cost_conventional,66.0,68.41,95.5185,108.0,73.7,26.400000000000002,36.9,11.0,495.0,195.3,32709.3643550685,5095578.74423756,10388129884490.926,10148691666364.896,10764021228526.146,14746785187282.84
co2_conventional,69.3,64.98949999999999,90.97,114.0,67.0,24.0,45.1,10.45,495.0,206.14999999999998,6920770.72530916,1133710.82838218,11522568965196.078,4338564030894.514,11290718443431.453,14476621024669.432
co2_conventional,66.0,68.41,95.5185,108.0,73.7,26.400000000000002,36.9,11.0,495.0,195.3,6764157.08550445,1286775.65214643,11441477651538.041,4526708568657.761,10764021228526.146,14746785187282.84
cost_conventional,66.0,61.568999999999996,90.97,132.0,70.35000000000001,22.799999999999997,36.9,12.100000000000001,550.0,217,1372804.28017868,6025502.5142135,10409696058930.744,7638463675225.087,11291735613588.113,15576696293566.516
cost_conventional,69.3,71.8305,95.5185,108.0,70.35000000000001,24.0,41.0,11.55,605.0,195.3,32709.3643550685,4774122.35375158,10830948473179.166,11365310751640.441,11168991684461.074,16937195122502.018
co2_conventional,66.0,61.568999999999996,90.97,132.0,70.35000000000001,22.799999999999997,36.9,12.100000000000001,550.0,217,6615215.05279885,1432342.70502638,11196003567614.125,4420899262156.295,11291735613588.113,15576696293566.516
co2_conventional,69.3,71.8305,95.5185,108.0,70.35000000000001,24.0,41.0,11.55,605.0,195.3,6664400.71828466,1384271.57131988,11730794596125.318,4661215733972.542,11168991684461.074,16937195122502.018
cost_conventional,62.699999999999996,68.41,95.5185,108.0,73.7,21.6,41.0,9.9,550.0,227.85000000000002,32709.3643550685,3700498.43805575,10009593073079.11,10601933307534.938,10357923261421.955,15449254857694.725
co2_conventional,62.699999999999996,68.41,95.5185,108.0,73.7,21.6,41.0,9.9,550.0,227.85000000000002,6726946.79484159,1323142.76927384,11142125558385.13,4234748962748.0747,10357923261421.955,15449254857694.725
cost_conventional,62.699999999999996,75.251,86.4215,126.0,63.65,21.6,36.9,10.45,550.0,217.0,1896271.0636151,1689136.03985251,10173317895137.176,6951448384597.122,10754779149638.248,15428678041353.695
co2_conventional,62.699999999999996,75.251,86.4215,126.0,63.65,21.6,36.9,10.45,550.0,217.0,6646453.78845701,1401811.82933703,10751624578920.328,4231749744518.1416,10754779149638.248,15428678041353.695
cost_conventional,59.4,68.41,90.97,126.0,60.300000000000004,25.200000000000003,38.949999999999996,10.45,605.0,217,1384537.53185939,2314747.15222865,9773181630152.982,8558114469620.925,10336987802625.324,17114513250418.936
co2_conventional,59.4,68.41,90.97,126.0,60.300000000000004,25.200000000000003,38.949999999999996,10.45,605.0,217,6667272.22552074,1381465.13153867,10647776025407.445,4708705125019.645,10336987802625.324,17114513250418.936
cost_conventional,59.4,71.8305,90.97,126.0,63.65,24.0,36.9,10.45,522.5,227.85000000000002,1490017.68694171,1964124.19235348,9811135319318.66,7669028428176.811,10345795582893.568,15119852384845.541
co2_conventional,59.4,71.8305,90.97,126.0,63.65,24.0,36.9,10.45,522.5,227.85000000000002,6706561.81617408,1343065.83070752,10679177629959.07,4375866384771.578,10345795582893.568,15119852384845.541
cost_conventional,72.60000000000001,75.251,86.4215,114.0,70.35000000000001,21.6,36.9,11.55,577.5,206.14999999999998,1913061.89948067,2805154.60049739,11259084916117.836,7016220471955.377,11712349924993.885,16033078516721.084
cost_conventional,62.699999999999996,61.568999999999996,95.5185,108.0,60.300000000000004,21.6,38.949999999999996,11.55,605.0,206.14999999999998,32709.3643550737,6878199.15089974,9817734587842.408,11123563382047.584,10330372409447.883,16655638888477.11
co2_conventional,72.60000000000001,75.251,86.4215,114.0,70.35000000000001,21.6,36.9,11.55,577.5,206.14999999999998,6587497.04385162,1459432.63256969,11592328946666.32,4354394376333.0728,11712349924993.885,16033078516721.084
co2_conventional,62.699999999999996,61.568999999999996,95.5185,108.0,60.300000000000004,21.6,38.949999999999996,11.55,605.0,206.14999999999998,6596066.23972731,1451057.61198943,11059053841549.842,4440500012514.117,10330372409447.883,16655638888477.11
cost_conventional,69.3,71.8305,100.06700000000001,108.0,60.300000000000004,21.6,38.949999999999996,9.9,605.0,238.70000000000002,32709.3643550685,4769810.12523609,10812948263480.777,11269920966849.4,11155043282213.83,16703560346136.488
co2_conventional,69.3,71.8305,100.06700000000001,108.0,60.300000000000004,21.6,38.949999999999996,9.9,605.0,238.70000000000002,6636185.80002263,1411847.14836851,11949458059737.764,4372872118586.4844,11155043282213.83,16703560346136.488
cost_conventional,62.699999999999996,71.8305,90.97,114.0,60.300000000000004,25.200000000000003,38.949999999999996,10.45,495.0,238.70000000000002,1090390.9342865,2263582.96697616,10098050497338.477,8461659685692.453,10476267486884.664,14665656238859.844
co2_conventional,62.699999999999996,71.8305,90.97,114.0,60.300000000000004,25.200000000000003,38.949999999999996,10.45,495.0,238.70000000000002,6805793.74310759,1246082.46816766,10955681157035.787,4425365047151.03,10476267486884.664,14665656238859.844
cost_conventional,72.60000000000001,61.568999999999996,100.06700000000001,114.0,67.0,22.799999999999997,36.9,11.55,577.5,195.3,32709.3643550706,6878199.15089974,10918020742149.967,10829694976285.35,11694885345804.17,16164661264147.424
