strategy,price_hydro [$/kWh],price_solar [$/kWh],price_wind [$/kWh],price_thermal [$/kWh],price_cogen [$/kWh],co2_hydro [kg/kWh],co2_solar [kg/kWh],co2_wind [kg/kWh],co2_thermal [kg/kWh],co2_cogen [kg/kWh],wind_capacity [kW],solar_capacity [kW],cost_conventional [$],co2_conventional [kg],original_cost_new_param [$],original_co2_new_param [kg]
co2_conventional,62.699999999999996,71.8305,81.873,126.0,63.65,22.799999999999997,45.1,12.100000000000001,522.5,238.70000000000002,6792378.06328708,1259194.15288405,0.0,4409144210832.624,10749984480179.734,14997821895836.412
cost_conventional,69.3,71.8305,86.4215,132.0,73.7,24.0,38.949999999999996,11.0,495.0,206.14999999999998,2190136.02874979,3394747.43162696,10948464068723.693,0,11713367095150.576,14469831950379.21
co2_conventional,69.3,71.8305,86.4215,132.0,73.7,24.0,38.949999999999996,11.0,495.0,206.14999999999998,6768197.67909402,1282826.61714244,0.0,4332762437473.246,11713367095150.576,14469831950379.21
cost_conventional,62.699999999999996,64.98949999999999,81.873,126.0,60.300000000000004,26.400000000000002,41,12.100000000000001,550.0,238.70000000000002,2019339.48614565,3636238.46961745,9992165476374.361,0,10737336565361.838,16056493736024.332
co2_conventional,62.699999999999996,64.98949999999999,81.873,126.0,60.300000000000004,26.400000000000002,41,12.100000000000001,550.0,238.70000000000002,6725214.85009196,1324835.46869773,0.0,4775238815420.759,10737336565361.838,16056493736024.332
cost_conventional,66,68.41,81.873,114.0,67.0,22.799999999999997,41,10.45,550.0,217.0,1905723.84174127,3162822.20017743,10351297169550.684,0,10886551541058.648,15580953026512.805
co2_conventional,66,68.41,81.873,114.0,67.0,22.799999999999997,41,10.45,550.0,217.0,6727146.84178285,1322947.25533363,0.0,4363483957325.0566,10886551541058.648,15580953026512.805
cost_conventional,69.3,68.41,95.5185,108.0,63.65,24.0,36.9,11.0,495.0,195.3,32709.3643550737,6878199.15089974,10717732884918.375,0,11155216258474.031,14451441211207.26
co2_conventional,69.3,68.41,95.5185,108.0,63.65,24.0,36.9,11.0,495.0,195.3,6726946.79484159,1323142.76927384,0.0,4315286219243.542,11155216258474.031,14451441211207.26
cost_conventional,62.699999999999996,64.98949999999999,86.4215,120.0,67.0,22.799999999999997,43.050000000000004,12.100000000000001,522.5,217.0,1475013.43747689,3910267.22796348,10024156765852.809,0,10612897183011.32,14963341916052.877
co2_conventional,62.699999999999996,64.98949999999999,86.4215,120.0,67.0,22.799999999999997,43.050000000000004,12.100000000000001,522.5,217.0,6750117.99610908,1300496.6201719,0.0,4386776551131.758,10612897183011.32,14963341916052.877
cost_conventional,69.3,68.41,90.97,132.0,67.0,25.200000000000003,41,11.0,605.0,238.70000000000002,1685130.24088292,5809708.88729707,10927050677371.29,0,11700546204072.55,17149108651594.17
co2_conventional,69.3,68.41,90.97,132.0,67.0,25.200000000000003,41,11.0,605.0,238.70000000000002,6682010.94044207,1367060.3912826,0.0,4759757698388.08,11700546204072.55,17149108651594.17
cost_conventional,72.60000000000001,71.8305,81.873,108.0,63.65,21.6,41,11.55,605.0,206.14999999999998,2104322.4477151,5520078.7634244,11073244854317.219,0,11562290755400.586,16657940387037.736
co2_conventional,72.60000000000001,71.8305,81.873,108.0,63.65,21.6,41,11.55,605.0,206.14999999999998,6628364.134021,1419491.5778676,0.0,4454069256379.664,11562290755400.586,16657940387037.736
cost_conventional,59.4,61.568999999999996,90.97,120.0,67.0,25.200000000000003,45.1,11.55,577.5,206.14999999999998,415862.229704781,5750706.16256215,9628819749135.943,0,10203913616266.582,16485300475077.012
co2_conventional,59.4,61.568999999999996,90.97,120.0,67.0,25.200000000000003,45.1,11.55,577.5,206.14999999999998,6766155.57094689,1284822.45175837,0.0,4724332918559.549,10203913616266.582,16485300475077.012
cost_conventional,69.3,71.8305,90.97,132.0,67.0,22.799999999999997,43.050000000000004,11.55,522.5,217.0,1812090.98677428,3572258.30677422,11008753557652.912,0,11704386338622.055,14963226494661.252
co2_conventional,69.3,71.8305,90.97,132.0,67.0,22.799999999999997,43.050000000000004,11.55,522.5,217.0,6769954.84773812,1281109.26538963,0.0,4358569929927.3823,11704386338622.055,14963226494661.252
cost_conventional,59.4,71.8305,86.4215,132.0,60.300000000000004,26.400000000000002,41,12.100000000000001,550.0,227.85000000000002,1876832.04861178,1828044.51448922,9792044596933.656,0,10475202610962.928,16040404495412.82
co2_conventional,59.4,71.8305,86.4215,132.0,60.300000000000004,26.400000000000002,41,12.100000000000001,550.0,227.85000000000002,6726188.76012173,1323883.6271643,0.0,4770129112312.447,10475202610962.928,16040404495412.82
cost_conventional,62.699999999999996,68.41,100.06700000000001,120.0,60.300000000000004,22.799999999999997,36.9,11.0,522.5,195.3,32709.3643550685,4002517.66762225,10145410604701.947,0,10609665630850.322,14924028096364.906
co2_conventional,62.699999999999996,68.41,100.06700000000001,120.0,60.300000000000004,22.799999999999997,36.9,11.0,522.5,195.3,6679648.91155625,1369368.89733344,0.0,4282564294241.662,10609665630850.322,14924028096364.906
cost_conventional,72.60000000000001,61.568999999999996,100.06700000000001,114.0,73.7,24.0,43.050000000000004,11.55,522.5,227.85000000000002,32709.3643550685,6878199.15089974,10930392217141.998,0,11704820637241.703,15126987723310.51
co2_conventional,72.60000000000001,61.568999999999996,100.06700000000001,114.0,73.7,24.0,43.050000000000004,11.55,522.5,227.85000000000002,6789015.41768579,1262480.60198889,0.0,4469259063921.817,11704820637241.703,15126987723310.51
cost_conventional,72.60000000000001,75.251,100.06700000000001,126.0,70.35000000000001,24.0,43.050000000000004,11.55,577.5,227.85000000000002,820202.28596672,4196998.2684476,11493853466712.98,0,11985871947115.412,16367505469701.572
co2_conventional,72.60000000000001,75.251,100.06700000000001,126.0,70.35000000000001,24.0,43.050000000000004,11.55,577.5,227.85000000000002,6712633.64557487,1337131.58705979,0.0,4616387289432.852,11985871947115.412,16367505469701.572
cost_conventional,69.3,64.98949999999999,81.873,126.0,73.7,21.6,45.1,11.55,605.0,238.70000000000002,2205459.29045612,5450200.85106402,10679183692368.969,0,11569403082445.219,16710811105993.283
co2_conventional,69.3,64.98949999999999,81.873,126.0,73.7,21.6,45.1,11.55,605.0,238.70000000000002,6689714.17496503,1359531.70964195,0.0,4495633998545.073,11569403082445.219,16710811105993.283
cost_conventional,62.699999999999996,61.568999999999996,90.97,114.0,63.65,25.200000000000003,45.1,11.55,550.0,195.3,32709.3643550685,6878199.15089974,9894474499881.246,0,10469714728954.787,15848952361270.068
co2_conventional,62.699999999999996,61.568999999999996,90.97,114.0,63.65,25.200000000000003,45.1,11.55,550.0,195.3,6808917.78568945,1243029.21541254,0.0,4645263561661.749,10469714728954.787,15848952361270.068
cost_conventional,69.3,61.568999999999996,81.873,132.0,60.300000000000004,24.0,41,10.45,577.5,195.3,2200629.98026213,5453537.53931086,10601876957437.84,0,11681021573717.965,16316705406523.182
co2_conventional,69.3,61.568999999999996,81.873,132.0,60.300000000000004,24.0,41,10.45,577.5,195.3,6712633.64557489,1337131.58705977,0.0,4532393810710.183,11681021573717.965,16316705406523.182
cost_conventional,59.4,75.251,100.06700000000001,126.0,73.7,25.200000000000003,45.1,10.45,605.0,238.70000000000002,911620.815353234,2174757.9060659,9940984548875.346,0,10366447724417.428,17153596227323.717
co2_conventional,59.4,75.251,100.06700000000001,126.0,73.7,25.200000000000003,45.1,10.45,605.0,238.70000000000002,6760570.98041644,1290280.497216,0.0,4756970443490.061,10366447724417.428,17153596227323.717
cost_conventional,66,61.568999999999996,95.5185,132.0,73.7,24.0,43.050000000000004,9.9,605.0,217.0,883161.594973073,6363808.5925663,10453203957749.32,0,11297657794215.867,16971328838110.678
co2_conventional,66,61.568999999999996,95.5185,132.0,73.7,24.0,43.050000000000004,9.9,605.0,217.0,6726946.79484159,1323142.76927384,0.0,4600488544202.696,11297657794215.867,16971328838110.678
cost_conventional,59.4,75.251,81.873,108.0,60.300000000000004,26.400000000000002,43.050000000000004,11.55,495.0,217.0,1713631.01241998,1359334.47018467,9584148378908.31,0,9936771375814.654,14785983585579.398
co2_conventional,59.4,75.251,81.873,108.0,60.300000000000004,26.400000000000002,43.050000000000004,11.55,495.0,217.0,6873234.59274103,1180169.80707042,0.0,4600440354874.656,9936771375814.654,14785983585579.398
cost_conventional,66,68.41,81.873,126.0,70.35000000000001,26.400000000000002,45.1,11.0,495.0,227.85000000000002,2239009.2494725,3371384.70309764,10421479394258.234,0,11162177604171.8,14804258903359.818
co2_conventional,66,68.41,81.873,126.0,70.35000000000001,26.400000000000002,45.1,11.0,495.0,227.85000000000002,6941615.59598048,1113338.2959535,0.0,4587690990171.599,11162177604171.8,14804258903359.818
cost_conventional,69.3,68.41,90.97,114.0,73.7,24.0,43.050000000000004,11.0,577.5,217.0,617014.238525744,6530714.6600727,10802777570150.031,0,11304493869418.521,16351300807698.42
co2_conventional,69.3,68.41,90.97,114.0,73.7,24.0,43.050000000000004,11.0,577.5,217.0,6727448.66964744,1322652.26679395,0.0,4583240266303.218,11304493869418.521,16351300807698.42
cost_conventional,66,61.568999999999996,81.873,108.0,67.0,26.400000000000002,38.949999999999996,11.55,522.5,238.70000000000002,1276155.3871875,6092279.592587,10139530769060.15,0,10743542063262.422,15433817942876.602
co2_conventional,66,61.568999999999996,81.873,108.0,67.0,26.400000000000002,38.949999999999996,11.55,522.5,238.70000000000002,6736694.84832815,1313615.60362706,0.0,4661247938898.103,10743542063262.422,15433817942876.602
cost_conventional,72.60000000000001,68.41,100.06700000000001,120.0,70.35000000000001,22.799999999999997,45.1,11.55,522.5,195.3,32709.3643550706,6878199.15089974,11214134521144.4,0,11842862469319.186,14933349511998.844
co2_conventional,72.60000000000001,68.41,100.06700000000001,120.0,70.35000000000001,22.799999999999997,45.1,11.55,522.5,195.3,6816410.87853921,1235705.91370059,0.0,4360225543053.134,11842862469319.186,14933349511998.844
cost_conventional,72.60000000000001,71.8305,90.97,114.0,67.0,24.0,38.949999999999996,11.0,495.0,238.70000000000002,1084028.69509989,6225024.61198775,11228945123815.26,0,11704496679634.611,14518099672213.61
co2_conventional,72.60000000000001,71.8305,90.97,114.0,67.0,24.0,38.949999999999996,11.0,495.0,238.70000000000002,6763256.57777447,1287655.75465321,0.0,4348126777011.6797,11704496679634.611,14518099672213.61
cost_conventional,62.699999999999996,75.251,95.5185,132.0,63.65,26.400000000000002,41,10.45,550.0,206.14999999999998,1473686.01983773,1987595.48001165,10333073431503.459,0,10892017428153.527,16007879750014.91
co2_conventional,62.699999999999996,75.251,95.5185,132.0,63.65,26.400000000000002,41,10.45,550.0,206.14999999999998,6780369.48020728,1270930.62523128,0.0,4675392124669.424,10892017428153.527,16007879750014.91
cost_conventional,69.3,68.41,81.873,108.0,73.7,26.400000000000002,36.9,10.45,550.0,227.85000000000002,1786779.38657609,5739477.012327,10669143311803.098,0,11167255590903.094,16035455234116.812
co2_conventional,69.3,68.41,81.873,108.0,73.7,26.400000000000002,36.9,10.45,550.0,227.85000000000002,6705357.36682068,1344242.98761569,0.0,4660793177172.697,11167255590903.094,16035455234116.812
cost_conventional,69.3,68.41,81.873,126.0,60.300000000000004,25.200000000000003,36.9,10.45,522.5,195.3,2346320.39826508,5352876.47470727,10743090361512.088,0,11553372634119.748,15219256651048.834
co2_conventional,69.3,68.41,81.873,126.0,60.300000000000004,25.200000000000003,36.9,10.45,522.5,195.3,6725184.98465869,1324864.65738964,0.0,4466378963501.199,11553372634119.748,15219256651048.834
cost_conventional,66,71.8305,95.5185,126.0,70.35000000000001,22.799999999999997,43.050000000000004,11.0,577.5,238.70000000000002,1226437.32703308,2777590.41566647,10646390548070.69,0,11168881343448.463,16235807300883.469
co2_conventional,66,71.8305,95.5185,126.0,70.35000000000001,22.799999999999997,43.050000000000004,11.0,577.5,238.70000000000002,6710551.29823206,1339166.74906381,0.0,4487648630867.6045,11168881343448.463,16235807300883.469
cost_conventional,72.60000000000001,75.251,81.873,108.0,73.7,21.6,45.1,12.100000000000001,522.5,217.0,2302139.16869815,2448471.03159235,11158005998692.1,0,11581033827106.338,14817971426575.584
co2_conventional,72.60000000000001,75.251,81.873,108.0,73.7,21.6,45.1,12.100000000000001,522.5,217.0,6775424.83486563,1275763.22645772,0.0,4293342713967.828,11581033827106.338,14817971426575.584
cost_conventional,62.699999999999996,68.41,90.97,114.0,63.65,25.200000000000003,38.949999999999996,10.45,605.0,227.85000000000002,876483.597821797,2907415.36281759,10063925333063.254,0,10477394998053.842,17130602491030.482
co2_conventional,62.699999999999996,68.41,90.97,114.0,63.65,25.200000000000003,38.949999999999996,10.45,605.0,227.85000000000002,6666693.97009896,1382030.28387365,0.0,4713794982989.377,10477394998053.842,17130602491030.482
cost_conventional,69.3,71.8305,95.5185,114.0,73.7,26.400000000000002,38.949999999999996,11.55,605.0,217.0,32709.3643550685,5097634.60145879,10909336575964.945,0,11309288538877.043,17262416081240.084
co2_conventional,69.3,71.8305,95.5185,114.0,73.7,26.400000000000002,38.949999999999996,11.55,605.0,217.0,6652875.90153131,1395535.23933415,0.0,4870346376850.054,11309288538877.043,17262416081240.084
cost_conventional,66,68.41,95.5185,108.0,67.0,22.799999999999997,45.1,9.9,522.5,195.3,32709.3643550685,5044317.87682871,10380083749340.08,0,10754085937088.598,14933003247823.832
