strategy,price_hydro [$/kWh],price_solar [$/kWh],price_wind [$/kWh],price_thermal [$/kWh],price_cogen [$/kWh],co2_hydro [kg/kWh],co2_solar [kg/kWh],co2_wind [kg/kWh],co2_thermal [kg/kWh],co2_cogen [kg/kWh],wind_capacity [kW],solar_capacity [kW],cost_conventional [$],co2_conventional [kg],co2_regression [kg]
cost_conventional,62.699999999999996,61.568999999999996,81.873,114.0,70.35000000000001,24,38.949999999999996,11.0,550.0,217.0,1528946.1853317,5917620.26212457,9848913268757.98,0,0
cost_conventional,59.4,64.98949999999999,95.5185,108.0,60.300000000000004,22.799999999999997,38.949999999999996,12.100000000000001,577.5,238.70000000000002,32709.3643550685,3780291.09028537,9547895013540.232,0,0
co2_conventional,62.699999999999996,61.568999999999996,81.873,114.0,70.35000000000001,24,38.949999999999996,11.0,550.0,217.0,6693414.18019436,1355915.5453726,0.0,4484640404098.328,0
co2_conventional,59.4,64.98949999999999,95.5185,108.0,60.300000000000004,22.799999999999997,38.949999999999996,12.100000000000001,577.5,238.70000000000002,6619940.09416622,1427724.73161693,0.0,4517083569631.32,0
cost_conventional,62.699999999999996,64.98949999999999,95.5185,132.0,70.35000000000001,21.6,43.050000000000004,9.9,495.0,195.3,1099777.67192718,4733331.35368459,10208186273164.012,0,0
cost_conventional,69.3,61.568999999999996,86.4215,132.0,73.7,26.400000000000002,45.1,10.45,495.0,238.70000000000002,1823858.62549556,5713858.0614345,10693101359882.023,0,0
co2_conventional,62.699999999999996,64.98949999999999,95.5185,132.0,70.35000000000001,21.6,43.050000000000004,9.9,495.0,195.3,6857136.83249733,1195902.79710739,0.0,4083372594195.5024,0
co2_conventional,69.3,61.568999999999996,86.4215,132.0,73.7,26.400000000000002,45.1,10.45,495.0,238.70000000000002,6957442.02259251,1097870.49121306,0.0,4563878872785.243,0
cost_conventional,62.699999999999996,61.568999999999996,95.5185,120.0,67.0,25.200000000000003,38.949999999999996,10.45,605.0,238.70000000000002,32709.3643550685,6878199.15089974,9971468435061.35,0,0
cost_conventional,59.4,64.98949999999999,100.06700000000001,108.0,63.65,21.6,43.050000000000004,11.55,522.5,217.0,32709.3643550685,3797671.55682397,9553323851742.178,0,0
co2_conventional,62.699999999999996,61.568999999999996,95.5185,120.0,67.0,25.200000000000003,38.949999999999996,10.45,605.0,238.70000000000002,6666461.7175434,1382257.27365903,0.0,4718884672859.436,0
co2_conventional,59.4,64.98949999999999,100.06700000000001,108.0,63.65,21.6,43.050000000000004,11.55,522.5,217.0,6750733.60067575,1299894.96501197,0.0,4252930082445.6655,0
cost_conventional,62.699999999999996,64.98949999999999,86.4215,114.0,73.7,26.400000000000002,38.949999999999996,11.0,522.5,238.70000000000002,1243246.18658577,4014039.96405087,9986784735217.29,0,0
cost_conventional,72.60000000000001,75.251,100.06700000000001,114.0,67.0,25.200000000000003,43.050000000000004,10.45,495.0,206.14999999999998,32709.3643550685,4799876.57485603,11344916098382.088,0,0
co2_conventional,62.699999999999996,64.98949999999999,86.4215,114.0,73.7,26.400000000000002,38.949999999999996,11.0,522.5,238.70000000000002,6760570.98041645,1290280.497216,0.0,4633096326906.762,0
co2_conventional,72.60000000000001,75.251,100.06700000000001,114.0,67.0,25.200000000000003,43.050000000000004,10.45,495.0,206.14999999999998,6893744.81731608,1160124.33776225,0.0,4432719197917.634,0
cost_conventional,66.0,64.98949999999999,81.873,126.0,70.35000000000001,26.400000000000002,36.9,10.45,522.5,217.0,2112602.93149343,5514357.57514046,10343998637889.719,0,0
cost_conventional,62.699999999999996,71.8305,95.5185,114.0,70.35000000000001,24.0,41,10.45,577.5,206.14999999999998,32709.3643550685,3229370.14592851,10137682616856.639,0,0
co2_conventional,66.0,64.98949999999999,81.873,126.0,70.35000000000001,26.400000000000002,36.9,10.45,522.5,217.0,6735789.72522837,1314500.2169208,0.0,4582367530626.92,0
co2_conventional,62.699999999999996,71.8305,95.5185,114.0,70.35000000000001,24.0,41,10.45,577.5,206.14999999999998,6710413.03023937,1339301.88394709,0.0,4537499137696.621,0
cost_conventional,69.3,75.251,90.97,120.0,70.35000000000001,26.400000000000002,45.1,9.9,495.0,206.14999999999998,1571149.3105101,2324612.31378072,10978519283087.963,0,0
cost_conventional,66.0,61.568999999999996,95.5185,126.0,63.65,22.799999999999997,36.9,10.45,495.0,195.3,32709.3643550706,6878199.15089974,10378379472415.42,0,0
co2_conventional,69.3,75.251,90.97,120.0,70.35000000000001,26.400000000000002,45.1,9.9,495.0,206.14999999999998,6981830.34947498,1074034.79618149,0.0,4519269814089.713,0
co2_conventional,66.0,61.568999999999996,95.5185,126.0,63.65,22.799999999999997,36.9,10.45,495.0,195.3,6727091.71853118,1323001.12950967,0.0,4181441169684.65,0
cost_conventional,72.60000000000001,68.41,95.5185,120.0,60.300000000000004,26.400000000000002,36.9,11.0,577.5,227.85000000000002,32709.3643550706,6878199.15089974,11193071711814.662,0,0
cost_conventional,66.0,75.251,100.06700000000001,108.0,67.0,22.799999999999997,38.949999999999996,11.55,605.0,206.14999999999998,32709.3643550685,2957830.43970215,10496721459829.436,0,0
co2_conventional,72.60000000000001,68.41,95.5185,120.0,60.300000000000004,26.400000000000002,36.9,11.0,577.5,227.85000000000002,6665144.07379578,1383545.06001189,0.0,4761671644421.387,0
co2_conventional,66.0,75.251,100.06700000000001,108.0,67.0,22.799999999999997,38.949999999999996,11.55,605.0,206.14999999999998,6614586.07660785,1432957.42881383,0.0,4546770264165.518,0
cost_conventional,66.0,75.251,86.4215,126.0,63.65,21.6,36.9,11.55,495.0,238.70000000000002,2002485.01139686,1858589.62509121,10560150376726.225,0,0
cost_conventional,66.0,71.8305,81.873,120.0,70.35000000000001,25.200000000000003,41,9.9,522.5,217.0,2176724.43005025,2154224.5315214,10429853324401.95,0,0
co2_conventional,66.0,75.251,86.4215,126.0,63.65,21.6,36.9,11.55,495.0,238.70000000000002,6671727.34922489,1377110.95954271,0.0,4151854506068.8594,0
co2_conventional,66.0,71.8305,81.873,120.0,70.35000000000001,25.200000000000003,41,9.9,522.5,217.0,6828258.93261954,1224126.33281595,0.0,4472586899897.286,0
cost_conventional,62.699999999999996,64.98949999999999,100.06700000000001,126.0,63.65,26.400000000000002,36.9,11.55,495.0,195.3,32709.3643550685,6381514.02178105,10149160900772.414,0,0
co2_conventional,62.699999999999996,64.98949999999999,100.06700000000001,126.0,63.65,26.400000000000002,36.9,11.55,495.0,195.3,6742291.03900447,1308146.22087924,0.0,4554885743302.656,0
cost_conventional,59.4,75.251,100.06700000000001,132.0,63.65,26.400000000000002,45.1,11.55,577.5,206.14999999999998,1149211.43644212,2047892.02632779,9984077158496.77,0,0
cost_conventional,66.0,68.41,95.5185,114.0,63.65,26.400000000000002,43.050000000000004,11.55,550.0,195.3,32709.3643550685,5359963.83309868,10448148261732.682,0,0
co2_conventional,59.4,75.251,100.06700000000001,132.0,63.65,26.400000000000002,45.1,11.55,577.5,206.14999999999998,6783743.31346436,1267633.24197942,0.0,4829916033498.316,0
co2_conventional,66.0,68.41,95.5185,114.0,63.65,26.400000000000002,43.050000000000004,11.55,550.0,195.3,6787376.82504301,1264082.06463545,0.0,4738877331669.906,0
cost_conventional,69.3,61.568999999999996,86.4215,120.0,63.65,26.400000000000002,38.949999999999996,9.9,522.5,206.14999999999998,1390549.2180507,6013242.10366622,10600710874779.67,0,0
co2_conventional,69.3,61.568999999999996,86.4215,120.0,63.65,26.400000000000002,38.949999999999996,9.9,522.5,206.14999999999998,6802748.60194819,1249058.60738187,0.0,4561142989653.691,0
cost_conventional,62.699999999999996,64.98949999999999,90.97,126.0,63.65,22.799999999999997,36.9,10.45,495.0,206.14999999999998,1271320.12414422,4285157.46305676,10112056030033.03,0,0
co2_conventional,62.699999999999996,64.98949999999999,90.97,126.0,63.65,22.799999999999997,36.9,10.45,495.0,206.14999999999998,6726188.76012174,1323883.62716428,0.0,4186551186686.969,0
cost_conventional,69.3,68.41,95.5185,108.0,73.7,21.6,43.050000000000004,11.55,550.0,217.0,32709.3643550685,6878199.15089974,10733994971267.639,0,0
co2_conventional,69.3,68.41,95.5185,108.0,73.7,21.6,43.050000000000004,11.55,550.0,217.0,6712837.76721262,1336932.09075444,0.0,4326351587131.5747,0
cost_conventional,72.60000000000001,64.98949999999999,81.873,108.0,63.65,24,43.050000000000004,11.0,550.0,227.85000000000002,1681129.0704788,5812473.39355671,10893972056778.895,0,0
co2_conventional,72.60000000000001,64.98949999999999,81.873,108.0,63.65,24,43.050000000000004,11.0,550.0,227.85000000000002,6763335.87640411,1287578.25290569,0.0,4514820700844.798,0
cost_conventional,59.4,75.251,86.4215,114.0,60.300000000000004,26.400000000000002,36.9,9.9,495.0,217.0,1539453.53044862,1561965.92183319,9687408470138.748,0,0
cost_conventional,72.60000000000001,75.251,95.5185,126.0,73.7,21.6,43.050000000000004,11.0,605.0,195.3,1411894.58701526,3566395.53126232,11459427773754.873,0,0
co2_conventional,59.4,75.251,86.4215,114.0,60.300000000000004,26.400000000000002,36.9,9.9,495.0,217.0,6804202.40380899,1247637.74821603,0.0,4480355563985.158,0
co2_conventional,72.60000000000001,75.251,95.5185,126.0,73.7,21.6,43.050000000000004,11.0,605.0,195.3,6677168.4050791,1371793.1963105,0.0,4434427850339.248,0
cost_conventional,66.0,64.98949999999999,100.06700000000001,114.0,60.300000000000004,25.200000000000003,41,11.0,577.5,195.3,32709.3643550737,6878199.15089974,10337556408408.309,0,0
co2_conventional,66.0,64.98949999999999,100.06700000000001,114.0,60.300000000000004,25.200000000000003,41,11.0,577.5,195.3,6712633.64557489,1337131.58705976,0.0,4666237810404.832,0
cost_conventional,66.0,75.251,86.4215,132.0,60.300000000000004,21.6,45.1,12.100000000000001,550.0,217.0,2129319.60189374,1888533.76167807,10590345390230.959,0,0
co2_conventional,66.0,75.251,86.4215,132.0,60.300000000000004,21.6,45.1,12.100000000000001,550.0,217.0,6733722.59526845,1316520.50636307,0.0,4366959427467.2744,0
cost_conventional,59.4,61.568999999999996,90.97,132.0,60.300000000000004,22.799999999999997,36.9,10.45,605.0,238.70000000000002,1308623.15512383,4607226.60746697,9722644310748.209,0,0
cost_conventional,72.60000000000001,75.251,100.06700000000001,108.0,60.300000000000004,24,43.050000000000004,11.0,605.0,195.3,32709.3643550685,4488944.32992012,11256775784183.469,0,0
co2_conventional,59.4,61.568999999999996,90.97,132.0,60.300000000000004,22.799999999999997,36.9,10.45,605.0,238.70000000000002,6606540.29471147,1440820.89581166,0.0,4493195496995.507,0
co2_conventional,72.60000000000001,75.251,100.06700000000001,108.0,60.300000000000004,24,43.050000000000004,11.0,605.0,195.3,6701246.19256106,1348261.00395385,0.0,4646296355842.431,0
cost_conventional,59.4,64.98949999999999,86.4215,108.0,70.35000000000001,21.6,41,11.55,550.0,195.3,871786.193452022,2930606.24032587,9550932905574.352,0,0
cost_conventional,59.4,64.98949999999999,95.5185,132.0,60.300000000000004,24,45.1,10.45,577.5,195.3,1125067.99849859,3147647.22333977,9823667552666.271,0,0
co2_conventional,59.4,64.98949999999999,86.4215,108.0,70.35000000000001,21.6,41,11.55,550.0,195.3,6688341.39593461,1360873.38192938,0.0,4303368214815.0605,0
co2_conventional,59.4,64.98949999999999,95.5185,132.0,60.300000000000004,24,45.1,10.45,577.5,195.3,6783841.07264997,1267537.69798635,0.0,4557093164953.656,0
cost_conventional,62.699999999999996,71.8305,100.06700000000001,132.0,63.65,24.0,36.9,11.0,550.0,206.14999999999998,1043593.99592373,2575700.48510654,10341028560286.727,0,0
cost_conventional,59.4,64.98949999999999,100.06700000000001,126.0,73.7,21.6,45.1,10.45,577.5,217.0,32709.3643550685,4350653.55806377,9794298398088.988,0,0
co2_conventional,62.699999999999996,71.8305,100.06700000000001,132.0,63.65,24.0,36.9,11.0,550.0,206.14999999999998,6666284.83671214,1382430.14642603,0.0,4466568624730.202,0
co2_conventional,59.4,64.98949999999999,100.06700000000001,126.0,73.7,21.6,45.1,10.45,577.5,217.0,6746457.07500014,1304074.58595479,0.0,4356100967333.075,0
cost_conventional,72.60000000000001,61.568999999999996,81.873,114.0,73.7,26.400000000000002,41,9.9,522.5,238.70000000000002,1767517.28025108,5752785.67157695,10858283744856.467,0,0
cost_conventional,59.4,61.568999999999996,100.06700000000001,126.0,73.7,21.6,36.9,11.0,495.0,227.85000000000002,32709.3643550685,6827047.2713314,9711605126858.355,0,0
co2_conventional,72.60000000000001,61.568999999999996,81.873,114.0,73.7,26.400000000000002,41,9.9,522.5,238.70000000000002,6839388.60270091,1213248.85757379,0.0,4588214320605.979,0
co2_conventional,59.4,61.568999999999996,100.06700000000001,126.0,73.7,21.6,36.9,11.0,495.0,227.85000000000002,6691419.78987691,1357864.74342993,0.0,4118884119280.0366,0
cost_conventional,59.4,68.41,90.97,114.0,73.7,21.6,43.050000000000004,10.45,522.5,217.0,904857.369524668,2536600.90993783,9686535355648.553,0,0
cost_conventional,69.3,71.8305,100.06700000000001,126.0,60.300000000000004,22.799999999999997,43.050000000000004,9.9,605.0,227.85000000000002,32709.3643550685,5635372.5002075,11034701669711.447,0,0
co2_conventional,59.4,68.41,90.97,114.0,73.7,21.6,43.050000000000004,10.45,522.5,217.0,6791264.00500211,1260282.96695711,0.0,4196433771995.2524,0
co2_conventional,69.3,71.8305,100.06700000000001,126.0,60.300000000000004,22.799999999999997,43.050000000000004,9.9,605.0,227.85000000000002,6710551.29823207,1339166.74906381,0.0,4499784845706.141,0
cost_conventional,59.4,75.251,90.97,114.0,70.35000000000001,24.0,38.949999999999996,9.9,577.5,227.85000000000002,1214499.8782414,1773754.74728961,9748685765845.338,0,0
cost_conventional,69.3,61.568999999999996,86.4215,114.0,60.300000000000004,26.400000000000002,45.1,12.100000000000001,577.5,206.14999999999998,1047986.16527265,6249927.27527301,10548532874514.262,0,0
co2_conventional,59.4,75.251,90.97,114.0,70.35000000000001,24.0,38.949999999999996,9.9,577.5,227.85000000000002,6692739.36665867,1356575.06784487,0.0,4506978226878.81,0
co2_conventional,69.3,61.568999999999996,86.4215,114.0,60.300000000000004,26.400000000000002,45.1,12.100000000000001,577.5,206.14999999999998,6766155.57094688,1284822.45175838,0.0,4858180213820.943,0
cost_conventional,69.3,61.568999999999996,81.873,114.0,67.0,25.200000000000003,45.1,11.0,495.0,217.0,1674641.33993975,5816955.92488496,10514472346878.756,0,0
cost_conventional,69.3,71.8305,86.4215,132.0,63.65,25.200000000000003,41,9.9,605.0,217.0,2179925.41577237,3382547.81265851,10933290619961.992,0,0
co2_conventional,69.3,61.568999999999996,81.873,114.0,67.0,25.200000000000003,45.1,11.0,495.0,217.0,6919777.41041557,1134681.6350713,0.0,4477580990788.169,0
co2_conventional,69.3,71.8305,86.4215,132.0,63.65,25.200000000000003,41,9.9,605.0,217.0,6708673.77899799,1341001.72429991,0.0,4693688510752.837,0
cost_conventional,69.3,71.8305,90.97,114.0,60.300000000000004,26.400000000000002,36.9,11.0,550.0,206.14999999999998,1126275.20514764,3643356.24106815,10868587144460.652,0,0
cost_conventional,66.0,71.8305,90.97,132.0,73.7,26.400000000000002,43.050000000000004,10.45,550.0,195.3,1766485.95960433,2541915.91132246,10642271532789.787,0,0
co2_conventional,69.3,71.8305,90.97,114.0,60.300000000000004,26.400000000000002,36.9,11.0,550.0,206.14999999999998,6692179.25704097,1357122.48555401,0.0,4678530946258.482,0
co2_conventional,66.0,71.8305,90.97,132.0,73.7,26.400000000000002,43.050000000000004,10.45,550.0,195.3,6827772.40422227,1224601.83663208,0.0,4682092300609.566,0
cost_conventional,72.60000000000001,71.8305,81.873,108.0,73.7,22.799999999999997,45.1,12.100000000000001,550.0,195.3,2109277.82143292,5516654.97481303,11091955452238.145,0,0
cost_conventional,72.60000000000001,75.251,81.873,114.0,70.35000000000001,24.0,45.1,11.55,495.0,206.14999999999998,2519091.28310046,2556227.25603672,11183248712414.95,0,0
co2_conventional,72.60000000000001,71.8305,81.873,108.0,73.7,22.799999999999997,45.1,12.100000000000001,550.0,195.3,6752561.70104038,1298108.2888292,0.0,4462448754802.519,0
co2_conventional,72.60000000000001,75.251,81.873,114.0,70.35000000000001,24.0,45.1,11.55,495.0,206.14999999999998,6878306.94312914,1175212.39455389,0.0,4396113348853.2617,0
cost_conventional,62.699999999999996,71.8305,100.06700000000001,114.0,67.0,24,36.9,12.100000000000001,550.0,217.0,32709.3643550685,3216418.82206627,10134268797236.73,0,0
cost_conventional,72.60000000000001,68.41,95.5185,126.0,67.0,21.6,45.1,11.0,605.0,238.70000000000002,999222.714918354,6283619.13293731,11264891786446.43,0,0
co2_conventional,62.699999999999996,71.8305,100.06700000000001,114.0,67.0,24,36.9,12.100000000000001,550.0,217.0,6628319.96896215,1419534.74216004,0.0,4527107897544.2295,0
co2_conventional,72.60000000000001,68.41,95.5185,126.0,67.0,21.6,45.1,11.0,605.0,238.70000000000002,6701107.42025957,1348396.63171843,0.0,4467706006238.796,0
cost_conventional,69.3,64.98949999999999,95.5185,120.0,67.0,25.200000000000003,36.9,11.0,577.5,238.70000000000002,32709.3643550706,6878199.15089974,10759684470085.818,0,0
cost_conventional,59.4,68.41,95.5185,126.0,73.7,21.6,45.1,11.0,522.5,238.70000000000002,1055476.10364841,2590193.53154883,9832377305874.16,0,0
co2_conventional,69.3,64.98949999999999,95.5185,120.0,67.0,25.200000000000003,36.9,11.0,577.5,238.70000000000002,6641581.93340959,1406573.28967451,0.0,4660680753384.378,0
co2_conventional,59.4,68.41,95.5185,126.0,73.7,21.6,45.1,11.0,522.5,238.70000000000002,6809853.43076637,1242114.7717601,0.0,4246919309409.136,0
cost_conventional,59.4,75.251,95.5185,114.0,67.0,22.799999999999997,36.9,11.55,495.0,238.70000000000002,673503.085746878,2153049.9232777,9777898182180.574,0,0
cost_conventional,69.3,68.41,100.06700000000001,108.0,70.35000000000001,24.0,45.1,11.0,522.5,195.3,32709.3643550685,6878199.15089974,10731274610635.432,0,0
co2_conventional,59.4,75.251,95.5185,114.0,67.0,22.799999999999997,36.9,11.55,495.0,238.70000000000002,6689714.17496503,1359531.70964196,0.0,4257824978431.9634,0
co2_conventional,69.3,68.41,100.06700000000001,108.0,70.35000000000001,24.0,45.1,11.0,522.5,195.3,6854678.14042978,1198305.77598254,0.0,4437035414355.369,0
cost_conventional,69.3,61.568999999999996,81.873,126.0,60.300000000000004,22.799999999999997,36.9,9.9,550.0,217.0,2060609.14439083,5550281.35128348,10570585183309.379,0,0
cost_conventional,66.0,71.8305,86.4215,120.0,70.35000000000001,25.200000000000003,43.050000000000004,12.100000000000001,577.5,227.85000000000002,1783243.55652755,2306642.78533447,10498090976338.037,0,0
co2_conventional,69.3,61.568999999999996,81.873,126.0,60.300000000000004,22.799999999999997,36.9,9.9,550.0,217.0,6677292.19839483,1371672.20811254,0.0,4309992829844.6777,0
co2_conventional,66.0,71.8305,86.4215,120.0,70.35000000000001,25.200000000000003,43.050000000000004,12.100000000000001,577.5,227.85000000000002,6712085.09980706,1337667.70295226,0.0,4750231275425.875,0
cost_conventional,62.699999999999996,75.251,81.873,108.0,70.35000000000001,22.799999999999997,43.050000000000004,11.0,550.0,238.70000000000002,1818440.2495127,1482038.4181137,9992255637781.893,0,0
cost_conventional,59.4,64.98949999999999,100.06700000000001,114.0,70.35000000000001,24.0,41,10.45,495.0,195.3,32709.3643550685,4015321.43640512,9638450820049.73,0,0
co2_conventional,59.4,64.98949999999999,100.06700000000001,114.0,70.35000000000001,24.0,41,10.45,495.0,195.3,6834669.95058695,1217860.58650832,0.0,4311083344764.098,0
co2_conventional,62.699999999999996,75.251,81.873,108.0,70.35000000000001,22.799999999999997,43.050000000000004,11.0,550.0,238.70000000000002,6743043.89324959,1307410.42607558,0.0,4414270709368.996,0
cost_conventional,66.0,68.41,100.06700000000001,114.0,60.300000000000004,25.200000000000003,38.949999999999996,11.0,522.5,206.14999999999998,32709.3643550685,5359963.83309868,10442631235792.572,0,0
cost_conventional,66.0,71.8305,100.06700000000001,132.0,63.65,26.400000000000002,45.1,9.9,522.5,217.0,1048831.04713645,3035461.49750805,10726981049943.582,0,0
co2_conventional,66.0,68.41,100.06700000000001,114.0,60.300000000000004,25.200000000000003,38.949999999999996,11.0,522.5,206.14999999999998,6742291.03900445,1308146.22087925,0.0,4512062041074.563,0
co2_conventional,66.0,71.8305,100.06700000000001,132.0,63.65,26.400000000000002,45.1,9.9,522.5,217.0,6923581.05667453,1130964.1782456,0.0,4600142038916.882,0
cost_conventional,72.60000000000001,75.251,90.97,120.0,70.35000000000001,25.200000000000003,38.949999999999996,9.9,495.0,206.14999999999998,1649081.85105045,3180054.19367982,11358801828712.332,0,0
cost_conventional,66.0,75.251,81.873,108.0,70.35000000000001,24,45.1,11.0,605.0,217.0,1925769.51761685,1610445.39808183,10384783020275.654,0,0
co2_conventional,72.60000000000001,75.251,90.97,120.0,70.35000000000001,25.200000000000003,38.949999999999996,9.9,495.0,206.14999999999998,6830464.97001481,1221970.28353732,0.0,4381507906326.6074,0
co2_conventional,66.0,75.251,81.873,108.0,70.35000000000001,24,45.1,11.0,605.0,217.0,6729468.02482044,1320678.66957689,0.0,4669151097309.387,0
cost_conventional,62.699999999999996,71.8305,90.97,120.0,73.7,24.0,41,10.45,495.0,206.14999999999998,1360084.47361643,2228043.2667579,10168041448563.44,0,0
cost_conventional,62.699999999999996,64.98949999999999,95.5185,108.0,60.300000000000004,21.6,43.050000000000004,10.45,522.5,217.0,32709.3643550685,5328887.7906522,9922908705306.848,0,0
co2_conventional,62.699999999999996,71.8305,90.97,120.0,73.7,24.0,41,10.45,495.0,206.14999999999998,6833611.62156529,1218894.93412572,0.0,4316225570047.0503,0
co2_conventional,62.699999999999996,64.98949999999999,95.5185,108.0,60.300000000000004,21.6,43.050000000000004,10.45,522.5,217.0,6791264.00500211,1260282.96695711,0.0,4196433771995.2524,0
cost_conventional,59.4,61.568999999999996,100.06700000000001,108.0,67.0,26.400000000000002,36.9,9.9,577.5,217.0,32709.3643550685,5716383.0461007,9486116916490.55,0,0
cost_conventional,62.699999999999996,61.568999999999996,90.97,108.0,70.35000000000001,24,38.949999999999996,11.0,605.0,217.0,32709.3643550685,6878199.15089974,9830155731231.66,0,0
co2_conventional,59.4,61.568999999999996,100.06700000000001,108.0,67.0,26.400000000000002,36.9,9.9,577.5,217.0,6692165.47869691,1357135.95168511,0.0,4700868468350.937,0
co2_conventional,62.699999999999996,61.568999999999996,90.97,108.0,70.35000000000001,24,38.949999999999996,11.0,605.0,217.0,6636630.69940468,1411412.33026715,0.0,4630392869603.753,0
cost_conventional,66.0,61.568999999999996,100.06700000000001,132.0,63.65,26.400000000000002,41,10.45,522.5,227.85000000000002,32709.3643550706,6878199.15089974,10451524525804.486,0,0
cost_conventional,72.60000000000001,68.41,81.873,120.0,60.300000000000004,25.200000000000003,36.9,12.100000000000001,495.0,195.3,2317319.69736855,5372913.76656566,11041204543070.281,0,0
co2_conventional,66.0,61.568999999999996,100.06700000000001,132.0,63.65,26.400000000000002,41,10.45,522.5,227.85000000000002,6826112.26108107,1226224.36144951,0.0,4611576316021.547,0
co2_conventional,72.60000000000001,68.41,81.873,120.0,60.300000000000004,25.200000000000003,36.9,12.100000000000001,495.0,195.3,6708673.77899799,1341001.72429991,0.0,4477157021933.857,0
cost_conventional,72.60000000000001,64.98949999999999,86.4215,120.0,60.300000000000004,25.200000000000003,38.949999999999996,11.0,550.0,238.70000000000002,1646444.92153715,5836437.5183449,11020500547463.12,0,0
cost_conventional,72.60000000000001,68.41,100.06700000000001,132.0,60.300000000000004,26.400000000000002,36.9,10.45,495.0,206.14999999999998,692467.26082343,6485842.95662904,11334450602473.203,0,0
co2_conventional,72.60000000000001,64.98949999999999,86.4215,120.0,60.300000000000004,25.200000000000003,38.949999999999996,11.0,550.0,238.70000000000002,6707359.56724442,1342286.15642664,0.0,4600735626767.946,0
co2_conventional,72.60000000000001,68.41,100.06700000000001,132.0,60.300000000000004,26.400000000000002,36.9,10.45,495.0,206.14999999999998,6783841.07264997,1267537.69798635,0.0,4503570127976.723,0
cost_conventional,69.3,71.8305,100.06700000000001,108.0,63.65,22.799999999999997,45.1,9.9,577.5,206.14999999999998,32709.3643550685,4769810.12523609,10819593810579.088,0,0
cost_conventional,69.3,61.568999999999996,81.873,126.0,67.0,22.799999999999997,41.0,9.9,495.0,206.14999999999998,2060609.14439083,5550281.35128348,10583875006860.602,0,0
co2_conventional,69.3,71.8305,100.06700000000001,108.0,63.65,22.799999999999997,45.1,9.9,577.5,206.14999999999998,6783841.07264998,1267537.69798634,0.0,4428371887768.9375,0
co2_conventional,69.3,61.568999999999996,81.873,126.0,67.0,22.799999999999997,41.0,9.9,495.0,206.14999999999998,6833611.62156529,1218894.93412572,0.0,4182376282861.107,0
cost_conventional,66.0,61.568999999999996,86.4215,114.0,73.7,25.200000000000003,41,11.0,522.5,206.14999999999998,1000528.65292059,6282716.82850705,10233594123128.111,0,0
cost_conventional,59.4,64.98949999999999,95.5185,126.0,73.7,26.400000000000002,43.050000000000004,12.100000000000001,605.0,227.85000000000002,804928.258172985,3414543.89131469,9786011794798.35,0,0
co2_conventional,66.0,61.568999999999996,86.4215,114.0,73.7,25.200000000000003,41,11.0,522.5,206.14999999999998,6787708.40895157,1263757.99431443,0.0,4524244062143.802,0
co2_conventional,59.4,64.98949999999999,95.5185,126.0,73.7,26.400000000000002,43.050000000000004,12.100000000000001,605.0,227.85000000000002,6697081.52416875,1352331.30226439,0.0,4929287686205.251,0
cost_conventional,69.3,71.8305,95.5185,120.0,73.7,21.6,41,11.0,495.0,206.14999999999998,803435.035157008,4238999.25908442,10978286368228.314,0,0
cost_conventional,72.60000000000001,68.41,81.873,126.0,73.7,25.200000000000003,41.0,11.55,605.0,238.70000000000002,2508757.20706524,5240644.92009465,11094690140806.16,0,0
co2_conventional,69.3,71.8305,95.5185,120.0,73.7,21.6,41,11.0,495.0,206.14999999999998,6774433.5345543,1276732.06421438,0.0,4133690167293.7095,0
co2_conventional,72.60000000000001,68.41,81.873,126.0,73.7,25.200000000000003,41.0,11.55,605.0,238.70000000000002,6667951.16385424,1380801.57773523,0.0,4787602896379.249,0
cost_conventional,72.60000000000001,61.568999999999996,100.06700000000001,126.0,67.0,22.799999999999997,45.1,10.45,522.5,195.3,32709.3643550706,6878199.15089974,11062053806612.156,0,0
cost_conventional,59.4,71.8305,90.97,108.0,70.35000000000001,21.6,43.050000000000004,11.55,577.5,195.3,622597.578399783,2336979.17895087,9658060849150.002,0,0
co2_conventional,72.60000000000001,61.568999999999996,100.06700000000001,126.0,67.0,22.799999999999997,45.1,10.45,522.5,195.3,6854678.14042977,1198305.77598254,0.0,4303186067462.0312,0
co2_conventional,59.4,71.8305,90.97,108.0,70.35000000000001,21.6,43.050000000000004,11.55,577.5,195.3,6690613.01717862,1358653.23491149,0.0,4389304280248.272,0
cost_conventional,62.699999999999996,75.251,90.97,120.0,60.300000000000004,25.200000000000003,36.9,12.100000000000001,495.0,238.70000000000002,1442947.20201391,1842933.23350566,10181359639483.824,0,0
cost_conventional,72.60000000000001,64.98949999999999,90.97,120.0,73.7,25.200000000000003,38.949999999999996,11.0,605.0,227.85000000000002,1056945.15636874,6243737.28972785,11092997900269.705,0,0
co2_conventional,62.699999999999996,75.251,90.97,120.0,60.300000000000004,25.200000000000003,36.9,12.100000000000001,495.0,238.70000000000002,6705972.73350632,1343641.56494647,0.0,4497573566842.697,0
co2_conventional,72.60000000000001,64.98949999999999,90.97,120.0,73.7,25.200000000000003,38.949999999999996,11.0,605.0,227.85000000000002,6652549.12090602,1395854.61521279,0.0,4741591541656.483,0
cost_conventional,66.0,75.251,90.97,108.0,70.35000000000001,21.6,41,11.55,605.0,206.14999999999998,952357.693848207,2198451.9269401,10486615405656.35,0,0
